DateTime,water_gwh,water_benchmarked_gwh,date,hour,month,variable,indicator_source,indicator_type,target_source,target_type,kind
2024-01-06 00:00:00,0.64525,1.948975385930035,2024-01-06,0,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 01:00:00,0.703,2.0207887593761145,2024-01-06,1,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 02:00:00,0.65246,1.9444319541705506,2024-01-06,2,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 03:00:00,0.63953,1.923697744411471,2024-01-06,3,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 04:00:00,0.6494300000000001,1.9364646854736538,2024-01-06,4,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 05:00:00,0.71109,2.023015113444586,2024-01-06,5,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 06:00:00,0.82915,2.1896012527800437,2024-01-06,6,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 07:00:00,1.32084,2.8845156346431953,2024-01-06,7,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 08:00:00,1.68458,3.398632481304775,2024-01-06,8,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 09:00:00,1.63465,3.3280106103610523,2024-01-06,9,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 10:00:00,2.39281,4.399747892044671,2024-01-06,10,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 11:00:00,3.21358,5.560000362939839,2024-01-06,11,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 12:00:00,2.81108,4.991001882221624,2024-01-06,12,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 13:00:00,2.63094,4.736333430861716,2024-01-06,13,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 14:00:00,3.4976599999999998,5.961525064744392,2024-01-06,14,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 15:00:00,4.49535,7.371831301729956,2024-01-06,15,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 16:00:00,5.15906,8.309955004726378,2024-01-06,16,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 17:00:00,4.97616,8.051168055282307,2024-01-06,17,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 18:00:00,4.39208,7.22502705957297,2024-01-06,18,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 19:00:00,2.60454,4.697170562216841,2024-01-06,19,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 20:00:00,1.53563,3.1842566183567342,2024-01-06,20,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 21:00:00,1.56586,3.2232509217759047,2024-01-06,21,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 22:00:00,1.15614,2.6365786332717724,2024-01-06,22,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-06 23:00:00,1.03758,2.454019588359455,2024-01-06,23,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 00:00:00,0.8064100000000001,2.0973126050531112,2024-01-07,0,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 01:00:00,0.8068900000000001,2.0830321667168823,2024-01-07,1,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 02:00:00,0.64521,1.846996854328748,2024-01-07,2,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 03:00:00,0.60918,1.792323990317005,2024-01-07,3,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 04:00:00,0.6188599999999999,1.8041380580394324,2024-01-07,4,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 05:00:00,0.73706,1.970294266349076,2024-01-07,5,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 06:00:00,0.9109799999999999,2.2156854376759707,2024-01-07,6,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 07:00:00,0.9629,2.2888473688818096,2024-01-07,7,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 08:00:00,1.11933,2.509864673915408,2024-01-07,8,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 09:00:00,1.9541300000000001,3.6899050219198535,2024-01-07,9,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 10:00:00,2.10738,3.906514369604276,2024-01-07,10,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 11:00:00,2.2291499999999997,4.07863688034324,2024-01-07,11,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 12:00:00,1.6652099999999999,3.2814252506088124,2024-01-07,12,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 13:00:00,1.65886,3.272442250487887,2024-01-07,13,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 14:00:00,2.68139,4.7179146971099115,2024-01-07,14,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 15:00:00,4.75476,7.648882216159921,2024-01-07,15,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 16:00:00,5.6631100000000005,8.93293091615716,2024-01-07,16,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 17:00:00,5.02979,8.03760537329332,2024-01-07,17,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 18:00:00,3.97708,6.549372657826057,2024-01-07,18,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 19:00:00,1.93885,3.6678892486562056,2024-01-07,19,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 20:00:00,1.71996,3.3581021157612985,2024-01-07,20,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 21:00:00,1.41584,2.927473779769782,2024-01-07,21,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 22:00:00,1.3042500000000001,2.768296844722963,2024-01-07,22,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-07 23:00:00,1.01328,2.3541129563018046,2024-01-07,23,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 00:00:00,1.00668,2.3390635046263806,2024-01-08,0,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 01:00:00,0.9603999999999999,2.2707809265944356,2024-01-08,1,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 02:00:00,0.84743,2.1096531821598346,2024-01-08,2,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 03:00:00,0.93021,2.225958588328489,2024-01-08,3,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 04:00:00,1.27525,2.713360252804268,2024-01-08,4,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 05:00:00,1.4160000000000001,2.9121499998549156,2024-01-08,5,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 06:00:00,4.281180000000001,6.962367109544043,2024-01-08,6,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 07:00:00,5.580690000000001,8.799349539096756,2024-01-08,7,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 08:00:00,5.26279,8.349933595304348,2024-01-08,8,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 09:00:00,4.913930000000001,7.85676242979557,2024-01-08,9,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 10:00:00,5.10503,8.126900144655787,2024-01-08,10,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 11:00:00,4.00351,6.569751725536633,2024-01-08,11,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 12:00:00,3.77888,6.252200302623692,2024-01-08,12,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 13:00:00,4.29383,6.980136463685598,2024-01-08,13,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 14:00:00,4.88433,7.814860478388257,2024-01-08,14,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 15:00:00,5.45021,8.614756480091799,2024-01-08,15,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 16:00:00,5.56378,8.775204044696387,2024-01-08,16,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 17:00:00,5.86461,9.200269755308424,2024-01-08,17,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 18:00:00,5.50296,8.68863659731924,2024-01-08,18,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 19:00:00,3.02011,5.178016315329457,2024-01-08,19,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 20:00:00,2.21654,4.040490750959089,2024-01-08,20,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 21:00:00,1.62544,3.2017450248921184,2024-01-08,21,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 22:00:00,0.9909600000000001,2.2985274151538055,2024-01-08,22,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-08 23:00:00,1.08518,2.4191253732507247,2024-01-08,23,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 00:00:00,0.8571599999999999,2.0716006253457118,2024-01-09,0,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 01:00:00,0.9014500000000001,2.121616002312356,2024-01-09,1,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 02:00:00,0.88496,2.0920080706187454,2024-01-09,2,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 03:00:00,0.91191,2.1269568475206504,2024-01-09,3,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 04:00:00,1.1090499999999999,2.404065745484886,2024-01-09,4,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 05:00:00,3.32739,5.539192297548837,2024-01-09,5,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 06:00:00,5.57765,8.719835560261338,2024-01-09,6,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 07:00:00,7.04041,10.787441476167793,2024-01-09,7,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 08:00:00,6.691699999999999,10.29439625366287,2024-01-09,8,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 09:00:00,5.9531600000000005,9.25032490174746,2024-01-09,9,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 10:00:00,5.44951,8.53832658076073,2024-01-09,10,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 11:00:00,3.8213800000000004,6.2367424532845765,2024-01-09,11,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 12:00:00,3.48108,5.7556833896721376,2024-01-09,12,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 13:00:00,4.21216,6.789168754061274,2024-01-09,13,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 14:00:00,5.65661,8.8311086943126,2024-01-09,14,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 15:00:00,7.28998,11.140135056385141,2024-01-09,15,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 16:00:00,7.64171,11.637441140183713,2024-01-09,16,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 17:00:00,7.44608,11.361072606860034,2024-01-09,17,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 18:00:00,7.26595,11.106795690230577,2024-01-09,18,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 19:00:00,6.565059999999999,10.116716956295251,2024-01-09,19,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 20:00:00,5.38223,8.446074014767364,2024-01-09,20,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 21:00:00,4.34136,6.97755205850547,2024-01-09,21,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 22:00:00,3.35133,5.583782997883327,2024-01-09,22,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-09 23:00:00,2.27371,4.071961826127249,2024-01-09,23,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-10 00:00:00,1.70993,3.298056291888865,2024-01-10,0,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-10 01:00:00,1.60059,3.155025506397344,2024-01-10,1,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-10 02:00:00,1.59683,3.155478044461754,2024-01-10,2,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-10 03:00:00,1.77,3.403160355460197,2024-01-10,3,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-10 04:00:00,2.21455,4.033031800796859,2024-01-10,4,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-10 05:00:00,5.19306,8.244266005101554,2024-01-10,5,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-10 06:00:00,7.45366,11.440279947046498,2024-01-10,6,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2024-01-10 07:00:00,8.06108,12.299127314563354,2024-01-10,7,1,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
